year,municipality,salaries,ext_time,sub_all,rent_bcl,rent_mef,publicity,activities,main_bcl,main_roads,main_other,cap_me,cap_trans,cap_build,cap_roads,cap_install,pe_land,pe_build
2009,MUNICIPALIDAD DE SAN RAFAEL DE HEREDIA,215950971.16,11172075.39,20653027.34,,15578615.0,2532972.0,5081965.0,1384930.0,15447514.0,8243342.0,27992934.6,8329266.0,36081280.0,9932127.16,,0.0,
2009,MUNICIPALIDAD DE SAN RAMON,462934982.56,16814382.2,19915135.0,20000000.0,38092153.0,2075000.0,10995911.71,15171977.62,,,29726702.51,2479940.8,0.0,0.0,0.0,0.0,
2009,MUNICIPALIDAD DE SANTA ANA,753408866.28,28559047.62,16990050.0,22500256.08,141301467.86,9250185.5,1264131.07,12943831.48,0.0,,1932855.02,7034653.3,1021720452.73,585640236.73,0.0,0.0,
2009,MUNICIPALIDAD DE SANTA BARBARA DE HEREDIA,173980077.2,377741.0,13926838.0,,0.0,,1156600.0,,,,,47875488.95,,,,0.0,
2009,MUNICIPALIDAD DE SANTA CRUZ,783858801.07,97580531.85,66332412.5,9675800.0,125427371.3,6148565.0,297544.5,5983778.4,7100000.0,,189550236.16,946512.0,0.0,688227023.77,153077714.28,0.0,
2009,MUNICIPALIDAD DE SANTO DOMINGO DE HEREDIA,340983016.4,22846343.84,30951690.34,,48851641.9,,19852903.5,1209901.0,1584000.0,150000.0,3392270.56,29601794.0,15388000.0,39689205.0,133719315.63,0.0,
2009,MUNICIPALIDAD DE SARAPIQUI,195006191.7,24528011.3,25595014.05,,126697731.99,3753905.0,28982724.98,4271151.52,31162097.28,514029.56,,60528151.48,384794951.53,207188272.89,13610026.88,0.0,
2009,MUNICIPALIDAD DE SARCHI,120511280.2,6387863.23,6413563.0,,10258425.0,89050.0,390921.0,437000.0,,,174020.0,49900000.0,98000.0,,0.0,83000252.57,
2009,MUNICIPALIDAD DE SIQUIRRES,229497448.83,10468110.92,21687103.0,0.0,43117795.45,3048144.0,8037843.24,711749.0,,,3255617.0,1306658.65,151691280.68,415302648.0,,5136000.0,
2009,MUNICIPALIDAD DE TALAMANCA,177261832.49,23332815.2,10998903.75,3580000.0,24277240.0,2146300.0,11523606.0,2420000.0,0.0,,0.0,16598702.0,129809348.21,28507900.0,1750000.0,,
2009,MUNICIPALIDAD DE TARRAZU,105253807.58,537776.58,7075125.0,,44484900.0,127560.0,48900.0,,,,48294455.0,2523000.0,74100000.0,161811850.0,,2000000.0,
2009,MUNICIPALIDAD DE TIBAS,615569100.8,5752910.8,29825531.6,900000.0,150231593.0,4482880.0,8698337.0,2078860.0,,,72154465.1,17083777.95,40000000.0,411882320.34,500000.0,,
2009,MUNICIPALIDAD DE TILARAN,177687199.24,5756033.28,17759537.0,,41310372.0,1009250.0,133974.35,2728850.0,6144438.4,3712580.8,2539872.35,7448000.0,11258499.65,,12763000.0,0.0,
2009,MUNICIPALIDAD DE TURRIALBA,448283916.78,20937265.52,21961500.0,,16710800.0,6098203.0,8839496.8,3367290.0,2596065.0,,78409448.7,0.0,27607750.0,0.0,,0.0,
2009,MUNICIPALIDAD DE TURRUBARES,40231710.81,434265.3,2512000.0,0.0,0.0,680250.0,668195.0,129500.0,,,0.0,,1330000.0,3945537.75,895342.0,0.0,
2009,MUNICIPALIDAD DE UPALA,206227668.36,,19314527.0,1800000.0,83244234.0,435680.0,420575.0,498138.4,950000.0,,0.0,162618400.0,69254724.64,759680636.4,3557842.0,0.0,
2009,MUNICIPALIDAD DE VASQUEZ DE CORONADO,511952462.99,6016782.41,18694311.0,3185000.0,6860100.0,1280000.0,116340.0,0.0,0.0,,0.0,0.0,0.0,159728435.0,37411850.86,,
2009,MUNICIPALIDAD DE ZARCERO,100553584.17,9171885.5,3303442.0,,2822262.0,782034.9,,2724512.0,0.0,2252000.0,56882234.28,,10181890.0,2740700.0,,148283536.45,25000000.0
2010,MUNICIPALIDAD DE ABANGARES,193649743.5,7921239.24,11101500.0,,45118725.0,1339505.0,31305300.0,927322.0,,0.0,203957867.73,,135090602.0,81499845.53,1755075.0,0.0,
2010,MUNICIPALIDAD DE ACOSTA,112767449.41,6149279.8,5202000.0,,,,6612374.0,0.0,,,0.0,32306230.0,27085400.0,14783650.0,5841580.0,2000000.0,
2010,MUNICIPALIDAD DE ALAJUELA,1780580543.77,72650903.73,210375844.91,335118153.0,51269815.0,29927207.48,43603224.18,27775071.64,,18217867.2,52468280.13,219618543.0,105188178.55,467466594.5,546464970.02,1175162.1,
2010,MUNICIPALIDAD DE ALAJUELITA,235479151.01,2613555.41,17576225.14,1000000.0,3900644.0,,1327676.0,2142076.0,105000.0,,,37922900.0,14272929.0,107242197.0,,0.0,
2010,MUNICIPALIDAD DE ALVARADO DE PACAYAS,102454029.35,1431319.85,4499100.0,0.0,11440898.0,0.0,0.0,981197.0,0.0,,,33223450.0,,,,0.0,
2010,MUNICIPALIDAD DE ASERRI,293851188.66,11471900.56,19644675.96,,46120000.5,517000.0,4001993.55,723302.15,4141515.0,631200.0,0.0,,0.0,5.24,,,
2010,MUNICIPALIDAD DE ATENAS,218760586.43,326104.24,14327934.33,,8271500.0,1468465.0,10472587.21,10813278.76,,0.0,3480000.0,14936000.0,,,,,
2010,MUNICIPALIDAD DE BAGACES,219113079.98,19862756.81,18619458.53,,67545943.0,360000.0,8683917.33,2081002.99,,989000.0,46933.07,70000.0,0.0,36394250.0,,4847792.0,
2010,MUNICIPALIDAD DE BARVA,183142443.04,17723153.52,14505218.64,234000.0,3568505.0,,,,,,,12630778.36,5000000.0,,48242541.15,,
2010,MUNICIPALIDAD DE BELEN,536731253.87,16630713.51,24960261.13,21740359.76,18282349.88,14388034.85,56659630.98,34204776.0,40356675.4,,67586542.96,8634669.0,9243680.34,165671840.61,371934272.13,4818800.0,
2010,MUNICIPALIDAD DE BUENOS AIRES,164679969.32,5379259.58,14914772.54,,91810500.0,147000.0,0.0,2050000.0,,2525000.0,5524046.2,16461600.0,33477750.0,618094663.38,0.0,282345.62,
2010,MUNICIPALIDAD DE CARRILLO GUANACASTE,584466772.1,29307941.4,25953632.8,23286493.18,82340197.88,12138640.0,17319938.0,2381653.0,30000.0,2170500.0,2254466.14,46021120.0,7653385.48,302371344.87,930040196.15,0.0,
2010,MUNICIPALIDAD DE CARTAGO,1707845035.03,69386136.8,104985867.86,0.0,75851075.0,26158287.5,29617193.52,32029677.54,18147000.0,30804004.4,7319344.83,14853250.0,946531369.39,344240575.38,88888500.0,,
2010,MUNICIPALIDAD DE CAÑAS,283112077.69,38549248.7,12811500.0,,58416781.5,,13204402.7,5801269.5,17490642.0,3597302.5,78686880.0,32190750.0,40975250.0,2387500.0,4500000.0,,
2010,MUNICIPALIDAD DE CORREDORES,284173250.35,41992588.12,15726960.0,-1105751.5,53725000.0,4576080.0,108226.78,,,,3621901.19,32179146.0,99151950.79,48224552.0,8438071.7,0.0,
2010,MUNICIPALIDAD DE COTO BRUS,175584617.98,12302841.95,8753125.0,2200000.0,166038945.0,508453.88,200000.0,234500.0,,,2353982.0,29003800.2,,,,0.0,
2010,MUNICIPALIDAD DE CURRIDABAT,1030681006.12,9052887.09,32360603.0,16250406.0,7726400.0,60000.0,22729300.0,17951000.0,0.0,,3130463.6,1021421.28,0.0,73227149.13,0.0,0.0,
2010,MUNICIPALIDAD DE DESAMPARADOS,1164315191.21,57510475.03,116927064.11,1975000.0,56125130.0,11625910.0,10592318.01,90700811.43,8170645.4,8696290.95,202586004.88,34198890.0,72731634.5,0.0,,0.0,
2010,MUNICIPALIDAD DE DOTA,63063164.57,1101404.6,2243800.0,,,,,125908.0,,48137.3,,11440421.0,15295781.84,145810579.47,7679034.0,,
2010,MUNICIPALIDAD DE EL GUARCO,144321159.55,3113252.55,14334960.65,,56136725.2,389161.0,8288763.0,100000.0,0.0,,1287721.33,0.0,2785000.0,67496778.4,835638.32,0.0,
2010,MUNICIPALIDAD DE ESCAZU,1280905157.02,40590210.81,65673686.04,71173644.48,92678487.87,6385100.0,2488425.0,3288942.0,,24346194.84,1379612.06,33114566.0,4752500.0,372269485.76,,0.0,
2010,MUNICIPALIDAD DE ESPARZA,274526697.04,10933137.87,24192923.21,,40446060.2,0.0,12730062.37,2371000.0,,,0.0,,4980400.0,75474132.83,0.0,0.0,
2010,MUNICIPALIDAD DE FLORES,175584364.08,6878423.05,12030597.35,7366038.0,3667200.0,,1535466.4,708022.9,571173.02,4427319.1,21643435.7,,2580015.0,196123731.98,331772631.47,105000000.0,
2010,MUNICIPALIDAD DE GARABITO,648171957.9,14673914.29,15015456.0,28329436.5,34560000.0,3136540.0,9352612.1,15277237.0,0.0,,12186013.0,1800000.0,32259705.93,15855000.0,0.0,,
2010,MUNICIPALIDAD DE GOICOECHEA,976699831.94,25047299.88,71344976.76,3390000.0,34622942.63,18067571.46,1147400.06,120303146.7,16883877.2,30903964.0,67287553.05,11751000.0,109128806.9,0.0,88208584.25,0.0,
2010,MUNICIPALIDAD DE GOLFITO,295870944.23,37608007.81,5030750.0,0.0,263245370.2,438865.0,1155358.0,1000000.0,4860472.5,,,,25160531.41,15164600.0,,0.0,323400000.0
2010,MUNICIPALIDAD DE GRECIA,461157589.96,12140549.95,27146167.57,,56964205.8,3601420.0,7525945.0,5296985.2,0.0,10119905.0,735338.0,26942576.0,38893440.0,90402196.0,127637232.0,0.0,
2010,MUNICIPALIDAD DE GUACIMO,171617527.96,7572321.09,12517500.0,3780000.0,16110000.0,3386058.66,1935685.0,0.0,0.0,,0.0,,5380000.0,1158000.0,840000.0,,
2010,MUNICIPALIDAD DE GUATUSO,67690373.1,3999998.0,8358841.57,1640000.0,77523990.0,3242040.0,893414.0,750000.0,,,0.0,0.0,0.0,162120949.0,0.0,0.0,
2010,MUNICIPALIDAD DE HEREDIA,1501041652.44,59979979.73,86202828.02,0.0,27394400.0,7261422.0,39366942.65,16957615.65,,12201500.0,11922699.0,34213616.0,1186532541.2,1563696521.0,125252538.0,1174742000.0,
2010,MUNICIPALIDAD DE HOJANCHA,97278324.0,168250.0,8818122.0,1000000.0,98421750.0,455000.0,3856850.6,122000.0,,1469600.0,3004040.54,,2859054.0,,,0.0,
2010,MUNICIPALIDAD DE JIMENEZ,97042628.0,6699974.5,4049108.0,400000.0,23606100.0,,281500.0,2735900.0,39884842.0,3504600.0,0.0,,687000.0,,,0.0,
2010,MUNICIPALIDAD DE LA CRUZ GUANACASTE,227180779.25,15701807.85,11102855.7,1950000.0,37019500.0,1912770.0,395000.0,365000.0,19223600.0,,270111498.0,52982731.8,464456456.0,42349650.0,32697296.0,10000000.0,
2010,MUNICIPALIDAD DE LA UNION,673643670.21,41308448.06,74662287.07,,114834629.3,6294820.0,4091500.0,3768750.0,10949150.0,1100000.0,35063544.0,278965198.0,930000.0,404994810.39,44307555.75,0.0,
2010,MUNICIPALIDAD DE LEON CORTES,71764016.89,,2968897.72,,27494236.27,,,,0.0,,,18186478.35,41215012.51,234271218.81,64027244.9,0.0,
2010,MUNICIPALIDAD DE LIBERIA,542396470.42,28165245.5,15147648.0,0.0,64804190.8,9413000.0,15081697.98,171700.0,,500000.0,49999.9,9571139.62,7909829.0,62059281.88,208966817.78,0.0,
2010,MUNICIPALIDAD DE LIMON,883012399.84,21476083.55,34194153.39,,25680199.15,8471297.56,13245181.95,144117875.73,7070879.42,1840675.0,292428743.0,11051265.0,80000000.0,,31181721.99,,
2010,MUNICIPALIDAD DE LOS CHILES,97301415.43,3500000.0,9547260.11,8000000.0,81021960.18,95132.75,,1872909.57,,,0.0,0.0,15050008.0,178660878.0,,,
2010,MUNICIPALIDAD DE MATINA,217673199.44,6710872.61,17833641.36,,12500000.0,8658000.0,11648894.47,6993250.0,0.0,,,33000000.0,6500000.0,119000000.0,21000000.0,0.0,
2010,MUNICIPALIDAD DE MONTES DE OCA,853838657.28,920835.5,32543087.71,,9050000.0,657000.0,0.0,414100.0,,,3747951.4,13738333.0,7726045.6,175682050.05,109516400.0,,
2010,MUNICIPALIDAD DE MONTES DE ORO,118607051.64,12152881.69,10125000.0,,29772702.0,200000.0,5076977.0,11573955.0,20146800.0,11966776.0,2760000.0,,,,,0.0,
2010,MUNICIPALIDAD DE MORA,210916939.83,4462641.86,12990330.0,4753333.33,1003569.6,1013786.2,,33000.0,,,,0.0,43732730.0,3500000.0,0.0,125000000.0,
2010,MUNICIPALIDAD DE MORAVIA,634905601.24,4905747.93,33566717.15,2257500.0,119500.0,0.0,390806.9,0.0,,0.0,0.0,0.0,1974500.0,78372500.0,622730.09,0.0,
2010,MUNICIPALIDAD DE NANDAYURE,156705043.7,9684757.78,8580000.0,,50807284.0,875000.0,3245859.0,,0.0,,319600.0,,7292210.16,73248302.0,21520001.0,20000000.0,
2010,MUNICIPALIDAD DE NARANJO,318421042.55,12852427.04,15469650.0,,46683990.0,1292436.0,6957075.2,545000.0,,,350240.39,0.0,96440684.0,,620000.0,0.0,
2010,MUNICIPALIDAD DE NICOYA,328183640.89,6895452.75,33333238.5,,107003320.0,2216120.0,19952344.51,5233474.0,0.0,656036.59,5285973.77,670544.0,0.0,260320103.77,5000000.0,0.0,
2010,MUNICIPALIDAD DE OREAMUNO,265788915.91,7499944.85,20181956.53,0.0,10739500.0,697500.0,1618755.08,0.0,0.0,,29024320.0,0.0,0.0,221228180.0,0.0,15000000.0,
2010,MUNICIPALIDAD DE OROTINA,264225540.57,15505757.65,10574238.75,,5603084.0,3184000.0,4507588.92,80000.0,,,401800.0,19800000.0,30296800.0,105386225.74,66235348.0,,
2010,MUNICIPALIDAD DE OSA,317669595.01,7406924.35,14442980.0,,137022394.55,,13221799.09,1850000.0,,,449395.43,25314156.0,0.0,246324105.0,,0.0,
2010,MUNICIPALIDAD DE PALMARES,192797284.16,1983945.56,17581133.57,0.0,52875767.0,3836655.0,4946406.0,13602070.0,77049944.89,155000.0,5550793.19,,5869815.0,13379680.0,,8000000.0,
2010,MUNICIPALIDAD DE PARAISO,409830202.54,6884549.07,29348661.65,,9626000.0,0.0,16120209.93,85000.0,,,,12150000.0,55589042.0,161845278.47,0.0,8000000.0,
2010,MUNICIPALIDAD DE PARRITA,100769801.43,19939323.65,0.0,9880354.8,0.0,5927922.46,7519607.0,25440740.83,43713428.96,,,0.0,,,,,
2010,MUNICIPALIDAD DE PEREZ ZELEDON,846045782.04,54382817.0,30580041.07,22968268.8,59288758.25,1387500.0,61295737.71,3998868.92,,0.0,14526180.93,27000000.0,0.0,40605291.0,,0.0,
2010,MUNICIPALIDAD DE POAS,187311935.0,5190111.0,20033295.0,,19754500.0,303000.0,3675274.0,,,,50000.0,5375000.0,12010000.0,49570186.0,0.0,0.0,
2010,MUNICIPALIDAD DE POCOCI,609222941.15,29660435.43,53220352.37,,47189149.19,3088900.0,,0.0,,,0.0,1790000.0,9751300.0,164668048.04,1000000.0,0.0,
2010,MUNICIPALIDAD DE PUNTARENAS,932022009.03,69532551.53,55690852.77,17532770.0,174463435.45,1363402.5,17161477.53,271379.4,,0.0,95117642.72,0.0,75887701.5,74251668.42,0.0,2200000.0,
2010,MUNICIPALIDAD DE PURISCAL,174856640.66,1914398.97,8017499.5,0.0,8051775.0,450000.0,1162847.56,11300.0,,,0.0,1471562.2,3400000.0,72221696.67,0.0,0.0,
2010,MUNICIPALIDAD DE QUEPOS,482590554.71,17007573.42,28010402.92,,23343488.62,2096769.84,3712883.28,,,,,14525066.02,5829681.55,225266085.92,5363613.74,17250000.0,
2010,MUNICIPALIDAD DE SAN CARLOS,867024777.14,52647394.93,82045437.92,,119939794.6,20270481.0,49076358.61,4611562.41,,29415397.71,0.0,144707465.84,223302599.35,1141464423.49,837644218.67,12593704.4,
2010,MUNICIPALIDAD DE SAN ISIDRO DE HEREDIA,175860148.58,8367040.0,23526548.0,,23292438.76,60000.0,5458989.0,797900.0,1907150.0,,1449700.0,,48712943.0,115851282.0,2965000.0,0.0,
2010,MUNICIPALIDAD DE SAN JOSE,8934615663.33,835401068.86,177942867.26,253177189.69,817290440.11,37425971.05,37270228.46,67466224.28,6856360.0,,112285315.5,270220910.8,544673939.89,1358137569.47,8789414.4,47582765.75,0.0
2010,MUNICIPALIDAD DE SAN MATEO,94373921.91,958475.7,4765470.0,,8995140.0,255000.0,970198.0,0.0,,,0.0,0.0,0.0,3009565.0,,,0.0
2010,MUNICIPALIDAD DE SAN PABLO DE HEREDIA,228213035.97,6183586.0,12375720.0,,13720136.0,5526986.75,7876815.0,16888363.05,0.0,3044580.0,,0.0,,,,,
2010,MUNICIPALIDAD DE SAN RAFAEL DE HEREDIA,263033285.02,13700137.83,22519382.71,1000000.0,7297240.8,2209300.0,6502049.0,3139507.0,0.0,3373041.0,,21297118.0,14842870.5,111067687.1,,0.0,
2010,MUNICIPALIDAD DE SAN RAMON,484752981.31,20285229.18,20551646.5,12000000.0,46818364.0,1682000.0,9344070.88,10467212.29,,,4968625.0,17155335.7,,,20203702.33,0.0,
2010,MUNICIPALIDAD DE SANTA ANA,817624089.65,21939162.09,18244663.38,23859712.0,111607563.59,6613777.5,1484407.08,13850441.14,3376475.0,,763531.0,231053174.69,183297460.47,296672952.81,,0.0,
2010,MUNICIPALIDAD DE SANTA BARBARA DE HEREDIA,177025275.39,1958653.62,14175840.0,,,,85500.0,,,,,55381597.32,,,,0.0,
2010,MUNICIPALIDAD DE SANTA CRUZ,858734295.65,65562454.45,54532542.9,12898160.0,205080410.94,8722032.0,814152.29,9718731.27,2600000.0,,2380000.0,174796.44,0.0,179684855.69,39874258.17,814205920.0,
2010,MUNICIPALIDAD DE SANTO DOMINGO DE HEREDIA,385242026.62,38572129.16,33261895.17,,49874745.58,,17883618.83,1715500.0,1000000.0,8154285.7,21535493.0,30285380.0,85668897.0,3500000.0,115246555.78,0.0,
2010,MUNICIPALIDAD DE SARAPIQUI,195423175.75,26269739.28,29178855.55,5000000.0,45025900.0,3942450.0,29442760.54,500000.0,12421167.0,0.0,4902395.0,,252462941.2,139275239.88,52501933.71,,
2010,MUNICIPALIDAD DE SARCHI,148217010.22,7394993.26,6943502.5,0.0,2904060.0,881000.0,372250.0,,,,,19366382.85,74852000.0,,24980000.0,0.0,
2010,MUNICIPALIDAD DE SIQUIRRES,263146840.0,9504660.0,22825040.0,0.0,20204000.0,3068326.0,4470236.73,2821532.9,30480210.14,,2400000.0,85000.0,16270062.71,1197000.0,,0.0,
2010,MUNICIPALIDAD DE TALAMANCA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,
2010,MUNICIPALIDAD DE TARRAZU,120737088.3,1549662.96,6514500.0,,21988000.0,1014530.34,1632356.02,,,,90475824.2,,86483588.39,249957026.49,2445250.0,8250000.0,
2010,MUNICIPALIDAD DE TIBAS,869893298.15,10295205.09,35665246.5,7737154.35,141623033.93,6228112.0,11346321.0,37413912.18,,1000000.0,22816322.9,38957766.4,73051200.25,423603792.0,32607500.0,0.0,
2010,MUNICIPALIDAD DE TILARAN,176216218.95,7878612.0,18365596.0,,12221708.89,543050.0,1440618.0,3795816.76,4339130.0,7111793.59,58927372.25,15079860.4,13364525.7,6450000.0,3045000.0,50000000.0,
2010,MUNICIPALIDAD DE TURRIALBA,480607109.83,27458998.1,24155706.7,,12754025.0,10543000.0,11709708.0,1467000.0,757000.0,,24674385.0,22778702.0,5500250.0,,,0.0,
2010,MUNICIPALIDAD DE TURRUBARES,58106836.28,1376172.6,2422236.0,,4500000.0,75000.0,703000.0,202705.0,0.0,,113250.0,0.0,20452342.08,5660369.0,7417000.0,0.0,
2010,MUNICIPALIDAD DE UPALA,164554052.13,,10515570.0,1850000.0,82870209.88,2087110.0,800000.0,230000.0,,,0.0,0.0,,426972706.18,,327125.83,
2010,MUNICIPALIDAD DE VASQUEZ DE CORONADO,647464972.09,9901386.92,24035088.4,,10810000.0,3345000.0,1398710.0,,0.0,2000000.0,1384763.7,805000.0,85779125.27,246561850.45,225360047.95,,
2010,MUNICIPALIDAD DE ZARCERO,121884247.0,6935750.0,3799196.0,,6985116.0,692420.0,949850.0,1229954.25,0.0,7696015.0,15927817.76,21350000.0,25665715.3,,3296879.0,0.0,
2011,MUNICIPALIDAD DE ABANGARES,260656518.65,8851419.85,12190500.0,300000.0,24564000.0,,31790511.0,0.0,,,114171024.65,49000000.0,45203962.0,99064176.0,11027685.0,0.0,
2011,MUNICIPALIDAD DE ACOSTA,129602187.87,4873139.11,6306000.0,,,45000.0,2689290.0,0.0,,,,92454272.0,8966300.0,26347500.0,3016012.0,0.0,
2011,MUNICIPALIDAD DE ALAJUELA,2068919914.59,65802693.78,256772876.75,310528732.0,21386200.74,18630150.0,21752898.0,53693390.0,,15970000.0,102772983.13,100983014.5,606022104.09,533799986.17,751443519.39,43841723.0,
2011,MUNICIPALIDAD DE ALAJUELITA,268858199.27,2831751.65,19953216.0,8000000.0,800000.0,860000.0,1612840.0,6500.0,0.0,,0.0,0.0,309723678.93,43730000.0,,,
2011,MUNICIPALIDAD DE ALVARADO DE PACAYAS,128551719.75,906056.15,7428200.0,,18554000.0,0.0,511000.0,160000.0,45000.0,,1228677.0,13000000.0,,,,0.0,
2011,MUNICIPALIDAD DE ASERRI,336750676.25,10954164.06,18849283.2,,16272800.0,1041416.85,357630.0,293202.55,0.0,3395943.8,0.0,,,,,,
2011,MUNICIPALIDAD DE ATENAS,272034652.24,359254.7,14252473.0,,8095000.0,974940.0,1800356.0,111500.0,,180000.0,32915202.0,0.0,0.0,4419653.0,,,
2011,MUNICIPALIDAD DE BAGACES,257258706.11,12607032.51,22397050.92,2000000.0,33248600.0,300000.0,1754029.89,70000.0,0.0,241000.0,0.0,,17798109.31,67031165.05,,0.0,
2011,MUNICIPALIDAD DE BARVA,210452615.12,14564845.6,18263221.61,,1600000.0,,3992611.35,,,,,0.0,854960.4,0.0,4960850.0,,
2011,MUNICIPALIDAD DE BELEN,654337478.78,13498346.86,27775245.71,24030903.6,15310086.0,12301219.4,27259671.18,23765818.63,24999999.99,,11825160.0,1200000.0,9800000.0,125408334.0,320001799.0,0.0,
2011,MUNICIPALIDAD DE BUENOS AIRES,212605318.74,9268740.86,13216563.46,,58092720.0,91000.0,,1610000.0,1200000.0,2682500.0,3066479.68,0.0,232831274.0,666698863.87,,0.0,
2011,MUNICIPALIDAD DE CARRILLO GUANACASTE,654249202.11,22215489.14,31665086.0,22610049.57,58096108.62,9656887.94,20545500.0,1476170.0,,1707000.0,2895154.48,13272796.8,43112514.03,696130031.41,1380892207.64,75656000.0,
2011,MUNICIPALIDAD DE CARTAGO,1917856451.82,69610721.8,114199211.8,305000.0,98753715.6,36800790.9,39282010.0,63440378.09,7565961.68,42917991.1,64507658.83,58783835.5,383719652.98,84539766.9,63452171.98,,
2011,MUNICIPALIDAD DE CAÑAS,313359341.91,47088926.65,14424480.0,,102320340.0,,30420402.54,3007871.75,8103119.65,700000.0,98338760.0,0.0,46004961.4,25775040.0,2126000.0,,
2011,MUNICIPALIDAD DE CORREDORES,315824286.76,26270489.59,19525536.0,394000.0,41178796.11,2832876.0,904425.0,,,,845435.0,22432212.0,329381623.35,12024808.0,0.0,0.0,
2011,MUNICIPALIDAD DE COTO BRUS,195007304.51,10350954.0,10478700.0,2670000.0,46759600.0,906060.0,568770.0,,,,307965.0,17576000.0,,176886433.33,,158381500.0,
2011,MUNICIPALIDAD DE CURRIDABAT,1174183867.91,21190477.66,37054008.39,25165021.5,12208728.0,1456200.0,26406226.68,4589096.51,18117954.0,0.0,68547946.26,262890866.1,24955000.0,176591105.5,13685563.3,0.0,
2011,MUNICIPALIDAD DE DESAMPARADOS,1447686430.63,62797614.14,134879572.26,,47181211.67,12964171.8,8584300.12,23362498.23,,,0.0,11150397.4,33385722.0,0.0,,0.0,
2011,MUNICIPALIDAD DE DOTA,76992795.48,6822172.22,2788000.0,,,,,875542.25,,,945273.8,,30300595.34,84136888.41,23739625.25,,
2011,MUNICIPALIDAD DE EL GUARCO,183331462.87,1265570.34,15403887.39,,2932921.54,1438000.0,5726396.37,0.0,,,1667488.7,0.0,1820000.0,277427617.97,11945000.0,0.0,
2011,MUNICIPALIDAD DE ESCAZU,1401658371.7,47181347.09,76795404.11,146175967.31,82605650.0,5752078.44,2186748.62,4874618.0,,10682348.49,6311613.99,346809418.01,111999388.21,206371482.88,82042500.0,0.0,
2011,MUNICIPALIDAD DE ESPARZA,337461746.77,16644003.61,23043706.71,0.0,13288200.0,0.0,9230482.69,3618632.4,202200.0,0.0,50553614.51,,46874592.31,20357700.0,7300000.0,0.0,
2011,MUNICIPALIDAD DE FLORES,224170824.57,5093647.31,14511000.0,7141500.0,,546390.0,1359390.0,6364235.95,1859078.0,11224039.7,2985000.0,1000000.0,0.0,146408370.09,44832913.3,,
2011,MUNICIPALIDAD DE GARABITO,715587180.43,10578236.65,16492896.0,12077281.0,10652514.0,1070319.77,12365380.75,25941915.0,0.0,,95172427.54,4837685.0,4200000.0,2000000.0,0.0,,
2011,MUNICIPALIDAD DE GOICOECHEA,1044878064.06,26206186.91,73087563.67,,28848600.0,17744740.0,1837259.0,97518718.85,2055500.0,94803886.52,255442405.75,11269975.0,108998528.73,13501533.55,85393476.43,0.0,
2011,MUNICIPALIDAD DE GOLFITO,463193354.05,25889604.67,10993000.0,6001600.0,142885282.68,0.0,456204.0,47422.0,,,45747088.06,,53063953.41,201086298.88,,0.0,
2011,MUNICIPALIDAD DE GRECIA,559917001.23,16559341.95,46046005.09,,51529604.0,6266790.0,6034009.0,30876695.45,1646700.0,10041916.55,21275362.0,11300495.0,36717200.0,46120054.5,449017164.8,0.0,
2011,MUNICIPALIDAD DE GUACIMO,199858209.25,6080052.39,15511875.25,4326000.0,8630000.0,858000.0,841538.28,1683100.0,,,75000.0,,5298505.0,19226000.0,356000.0,0.0,
2011,MUNICIPALIDAD DE GUATUSO,84284579.0,2983543.0,11083456.0,2625000.0,30233600.0,2352800.0,261363.0,331549.0,,,45598016.0,0.0,0.0,109275299.0,,0.0,
2011,MUNICIPALIDAD DE HEREDIA,1131908433.18,58930887.93,99227624.2,,31275000.0,1802990.0,50876100.15,41104272.63,,1051618.0,33809631.0,41845949.0,446697908.15,1183733664.35,68895920.0,4970000.0,
2011,MUNICIPALIDAD DE HOJANCHA,114036338.0,1587076.0,9846452.0,,84686600.0,,818173.0,,,445000.0,,,0.0,,,0.0,
2011,MUNICIPALIDAD DE JIMENEZ,111243642.0,5840577.0,3268416.0,,32897316.0,,1725040.0,1239700.0,19415398.0,14428389.5,0.0,13453855.85,2238686.14,,,0.0,
2011,MUNICIPALIDAD DE LA CRUZ GUANACASTE,279698903.46,11454175.05,14606853.76,0.0,144404429.0,1450000.0,382612.0,1115000.0,,,,11214257.0,75941678.0,0.0,17756750.0,83243000.0,
2011,MUNICIPALIDAD DE LA UNION,905334940.66,49765641.45,89521087.15,12826311.75,128806951.0,8353290.0,13718295.66,22829433.64,0.0,2000000.0,48959222.6,83558401.2,26009809.73,431537774.1,116499200.0,0.0,
2011,MUNICIPALIDAD DE LEON CORTES,82178011.23,,2858933.54,,23544955.76,,,,0.0,,,,25870996.77,128491597.57,34761018.94,0.0,
2011,MUNICIPALIDAD DE LIBERIA,796835879.27,26228630.0,28001064.87,,30516455.0,2742022.6,13855889.2,2850690.0,0.0,0.0,500000.0,12510538.8,65758018.19,98985777.9,29119550.0,,
2011,MUNICIPALIDAD DE LIMON,941534484.41,24816719.97,33207788.84,,23405485.0,3431810.0,31924865.74,52136216.52,38092168.54,125002744.36,158433212.0,65013221.07,,,,,
2011,MUNICIPALIDAD DE LOS CHILES,105689343.4,7392671.0,9548800.0,,31111654.1,200000.0,742500.0,500000.0,,,41054500.0,15827175.15,161468788.91,233585250.4,3920000.0,0.0,
