year,municipality,remu,serv,d_goods,total_expenses
2007,MUNICIPALIDAD DE PARRITA,228846290.6600001,141714566.63,49516531.08,698150896.2300003
2007,MUNICIPALIDAD DE PEREZ ZELEDON,997684078.2999997,381343232.06999993,220478690.31,2244988309.5799994
2007,MUNICIPALIDAD DE POAS,252528991.76000005,180515348.4,45534845.56,645971334.0800003
2007,MUNICIPALIDAD DE POCOCI,723642167.78,283573216.24,438913686.33000004,2111996687.3700001
2007,MUNICIPALIDAD DE PUNTARENAS,1477217052.8900008,262201338.71999997,347670411.7,3164884019.9500003
2007,MUNICIPALIDAD DE PURISCAL,215765401.32000017,82090698.71000001,38577694.55,443850056.7000002
2007,MUNICIPALIDAD DE QUEPOS,365670340.22999996,228860518.15,304330390.92,1107751290.58
2007,MUNICIPALIDAD DE SAN CARLOS,1080842155.2999992,511274849.55999994,804720973.0400001,3510783745.22
2007,MUNICIPALIDAD DE SAN ISIDRO DE HEREDIA,249559760.56,75908991.02000001,37359435.65,491557424.94000006
2007,MUNICIPALIDAD DE SAN JOSE,13474951405.449993,3322113210.2,1006700721.5999998,23222360261.07999
2007,MUNICIPALIDAD DE SAN MATEO,78985177.63999999,41344689.58,38877372.25,245502107.68999997
2007,MUNICIPALIDAD DE SAN PABLO DE HEREDIA,226831467.12999985,266348725.38000003,15211188.75,679129508.61
2007,MUNICIPALIDAD DE SAN RAFAEL DE HEREDIA,294156749.45000017,254139249.52999997,76128207.56,826422956.6700001
2007,MUNICIPALIDAD DE SAN RAMON,610222894.97,76372857.41000001,29207315.919999998,1029108662.15
2007,MUNICIPALIDAD DE SANTA ANA,810434092.3499998,455711348.16000015,1032486989.2599999,3154546713.97
2007,MUNICIPALIDAD DE SANTA BARBARA DE HEREDIA,223875567.79000023,124533464.02000001,59790794.68,669756785.5700002
2007,MUNICIPALIDAD DE SANTA CRUZ,741902236.6399995,750409763.0299999,701435221.9900002,3020964369.0899997
2007,MUNICIPALIDAD DE SANTO DOMINGO DE HEREDIA,513921000.2599996,204035950.33,112595764.75,1175653458.1299996
2007,MUNICIPALIDAD DE SARAPIQUI,264321356.5900001,272345774.78999996,179861808.87000003,1248562359.9000003
2007,MUNICIPALIDAD DE SARCHI,169433873.18000013,55108287.02,60369875.029999994,435098447.7000001
2007,MUNICIPALIDAD DE SIQUIRRES,361074011.44,134595582.37,149244489.45999998,998280672.24
2007,MUNICIPALIDAD DE TALAMANCA,230733999.43,130066183.33,313510232.3,918505371.04
2007,MUNICIPALIDAD DE TARRAZU,102828431.89999993,40534517.86,44735597.89,280144227.79999995
2007,MUNICIPALIDAD DE TIBAS,809787828.63,260465621.56999996,192118923.23,1471293310.3600001
2007,MUNICIPALIDAD DE TILARAN,261614566.45,101531782.67999999,47740523.61,563656530.64
2007,MUNICIPALIDAD DE TURRIALBA,645047299.4899999,119475961.97999999,136389456.21,1516986866.11
2007,MUNICIPALIDAD DE TURRUBARES,53999169.99000001,4765896.73,967106.9299999999,78754590.45000002
2007,MUNICIPALIDAD DE UPALA,198803948.88999993,37549315.120000005,144651981.76999998,527239868.0699999
2007,MUNICIPALIDAD DE VASQUEZ DE CORONADO,685256527.7600001,180032056.88,241314870.41,1474534478.2000003
2007,MUNICIPALIDAD DE ZARCERO,111274666.46000001,27422737.060000002,109922691.03,391199194.99000007
2008,MUNICIPALIDAD DE ABANGARES,238032770.95999995,200604624.02999997,36597616.89,642979598.4599998
2008,MUNICIPALIDAD DE ACOSTA,141590904.20999998,23891637.26,66356648.7,457055235.84999996
2008,MUNICIPALIDAD DE ALAJUELA,3135678854.510001,2313212486.78,1265196311.88,9668056662.680002
2008,MUNICIPALIDAD DE ALAJUELITA,385216870.9499999,170424281.87,281996244.33000004,1059276138.58
2008,MUNICIPALIDAD DE ALVARADO DE PACAYAS,106927505.99999999,23531982.87,1671629.8,246949680.76
2008,MUNICIPALIDAD DE ASERRI,0.0,0.0,0.0,0.0
2008,MUNICIPALIDAD DE ATENAS,103794817.81000015,27275282.05,3373325.0,215081395.03000015
2008,MUNICIPALIDAD DE BAGACES,321647233.6599999,187033494.07999998,180022841.88,1061116351.1799998
2008,MUNICIPALIDAD DE BARVA,379533878.19000006,245754140.14,220220964.32,1191636671.05
2008,MUNICIPALIDAD DE BELEN,970196959.1400006,1037491544.55,792231676.78,4029527260.04
2008,MUNICIPALIDAD DE BUENOS AIRES,140312776.92,50462471.31,226415010.36999997,595909772.98
2008,MUNICIPALIDAD DE CARRILLO GUANACASTE,627463466.2600001,525974467.13000005,1085159195.3500001,2890703713.9000006
2008,MUNICIPALIDAD DE CARTAGO,3019407361.629998,1248549192.9500003,2129786186.6799998,8380007804.110001
2008,MUNICIPALIDAD DE CAÑAS,387978107.57999986,227036699.57999998,106860491.19,1162479224.6499996
2008,MUNICIPALIDAD DE CORREDORES,435597944.34000003,222360095.95999998,489401825.54999995,1538363357.81
2008,MUNICIPALIDAD DE COTO BRUS,187956120.45,171460982.79999998,822704653.5899999,1489160395.8799999
2008,MUNICIPALIDAD DE CURRIDABAT,1369387987.1899993,527917326.10000014,722364882.1700001,3512366228.4799995
2008,MUNICIPALIDAD DE DESAMPARADOS,1746793672.1999998,772556398.5899999,231102475.08,4236418925.02
2008,MUNICIPALIDAD DE DOTA,76860932.79,20875200.839999996,196688410.65,323590985.68
2008,MUNICIPALIDAD DE EL GUARCO,294714377.01000005,165452735.46999997,149231501.75,858417897.4000001
2008,MUNICIPALIDAD DE ESCAZU,1787763865.4299994,774313587.27,1341116544.8400002,5143771339.849999
2008,MUNICIPALIDAD DE ESPARZA,502591252.5300001,97240444.32999998,743324486.4700001,1744336886.8300002
2008,MUNICIPALIDAD DE FLORES,237544599.00999993,325058848.98,170985321.09,891408752.19
2008,MUNICIPALIDAD DE GARABITO,835105078.9099996,1195149153.21,1148995458.6399999,4420043501.959999
2008,MUNICIPALIDAD DE GOICOECHEA,1435580526.2899995,869038702.2900001,352158538.26000005,3610328070.32
2008,MUNICIPALIDAD DE GOLFITO,491575869.1800002,642348511.1199999,1729998657.2300003,3287896361.63
2008,MUNICIPALIDAD DE GRECIA,775089005.74,565684306.75,602895278.7,2603962662.91
2008,MUNICIPALIDAD DE GUACIMO,236013484.0,135811827.48999998,254960612.47,1001117743.3599999
2008,MUNICIPALIDAD DE GUATUSO,64224810.5,154786329.62,28203734.0,283766601.78999996
2008,MUNICIPALIDAD DE HEREDIA,1644429480.1400003,793254411.24,1945880869.75,5954610473.24
