year,municipality,remu_bas,remu_ev,rentals,serv_cf,cap_prot,maintenance,cap_mef,cap_cai,pe_goods
2007,MUNICIPALIDAD DE PARRITA,131189853.41,16968968.5,,2753990.0,12401285.0,93758786.94999999,49516531.08,,
2007,MUNICIPALIDAD DE PEREZ ZELEDON,540729447.0799999,57817586.150000006,152232766.78,15783888.110000001,35149339.79,23305225.3,127973690.31,92505000.0,0.0
2007,MUNICIPALIDAD DE POAS,142358625.57,14536284.33,19592965.0,3913293.06,1903809.0,6763871.12,45091493.56,,443352.0
2007,MUNICIPALIDAD DE POCOCI,360999105.75,77977767.61,46018851.25,19014361.369999997,21619965.86,19203804.94,391601839.23999995,47311847.09,0.0
2007,MUNICIPALIDAD DE PUNTARENAS,676169069.49,102692816.3,47792524.52,19086066.380000003,7196396.34,46804226.699999996,82416002.05000001,261351874.65,0.0
2007,MUNICIPALIDAD DE PURISCAL,117579372.65,10271060.77,33870500.0,1406137.0,516528.0,11863029.219999999,3492694.55,35085000.0,
2007,MUNICIPALIDAD DE QUEPOS,207634127.01000002,20326728.19,2395000.0,3070979.77,10603042.4,15304565.280000001,62656038.85000001,241674352.07,0.0
2007,MUNICIPALIDAD DE SAN CARLOS,562025461.92,85472074.63,236493755.93,31844583.189999998,44023901.98,71468502.25999999,142505006.41000003,626983675.19,35132291.44
2007,MUNICIPALIDAD DE SAN ISIDRO DE HEREDIA,116895029.56,25909753.0,16642915.91,3079507.0,2824044.0,6604368.35,15266584.0,21802851.65,
2007,MUNICIPALIDAD DE SAN JOSE,7094679284.08,940089780.43,491773726.66999996,524735370.2200001,80188413.13,249313366.41,699398936.8199999,298882684.78000003,2194100.0
2007,MUNICIPALIDAD DE SAN MATEO,46367727.97,3481968.56,1365000.0,19856822.2,11405.0,2674150.3,22622362.25,16255010.0,0.0
2007,MUNICIPALIDAD DE SAN PABLO DE HEREDIA,131964486.45,17401327.9,17691775.26,5049455.26,10008647.7,14795609.93,9411188.75,,5800000.0
2007,MUNICIPALIDAD DE SAN RAFAEL DE HEREDIA,156984559.9,21525565.939999998,342630.0,10959754.879999999,6264418.0,7041862.64,22729783.560000002,53398424.0,0.0
2007,MUNICIPALIDAD DE SAN RAMON,361108838.5199999,19797008.11,9689500.0,6611235.0,4377442.12,9586245.379999999,29207315.92,,
2007,MUNICIPALIDAD DE SANTA ANA,452887126.21999997,37014137.97,89135230.03,34520401.73,8415127.95,51985883.28999999,190776912.21999997,841710077.04,0.0
2007,MUNICIPALIDAD DE SANTA BARBARA DE HEREDIA,132664253.52,12991486.1,420000.0,3615546.9,878255.0,2277685.12,59790794.68,,0.0
2007,MUNICIPALIDAD DE SANTA CRUZ,369742879.17,82740615.28,203697278.45,12944449.58,11082057.45,76820082.57,371282885.62,329852336.37,0.0
2007,MUNICIPALIDAD DE SANTO DOMINGO DE HEREDIA,266044775.5,34570727.16,32654109.5,11234012.39,11258939.5,21487128.380000003,40763132.75,69567632.0,0.0
2007,MUNICIPALIDAD DE SARAPIQUI,117256241.69,42341060.510000005,68444892.35,3447812.5,20454398.89,106709026.27000001,107090616.67999999,68761192.19,0.0
2007,MUNICIPALIDAD DE SARCHI,97908818.06000002,7739915.0600000005,5297600.0,1892982.0899999999,943980.0,5992087.409999999,44939927.010000005,4295999.98,10903948.04
2007,MUNICIPALIDAD DE SIQUIRRES,187417453.0,24415730.0,16973000.0,3846254.3499999996,13310941.6,17839009.75,34230045.5,115014443.96,0.0
2007,MUNICIPALIDAD DE TALAMANCA,121759045.13,33158901.06,44385034.0,13997768.0,2363316.0,56354479.0,261949232.3,51561000.0,
2007,MUNICIPALIDAD DE TARRAZU,64658696.71,5865000.0,18467998.7,2649130.7199999997,796165.0,4400889.98,4898055.63,39837542.26,0.0
2007,MUNICIPALIDAD DE TIBAS,375301293.88,24139386.35,85448457.57,13004908.41,3959646.32,24745806.150000002,36490926.730000004,155627996.5,
2007,MUNICIPALIDAD DE TILARAN,142727686.95,17707718.5,66117540.32,1819069.91,1534321.05,16823697.099999998,11000839.41,36739684.199999996,0.0
2007,MUNICIPALIDAD DE TURRIALBA,314585519.62,43352257.48,41274568.3,9877054.09,8961424.0,25763686.21,132609056.21,3745400.0,0.0
2007,MUNICIPALIDAD DE TURRUBARES,28047375.270000003,2870156.0,,99610.0,,752064.0,243964.6,723142.33,0.0
2007,MUNICIPALIDAD DE UPALA,124787745.72000001,12317447.45,19318750.0,490414.0,897692.0,3071456.62,7498686.77,136953295.0,0.0
2007,MUNICIPALIDAD DE VASQUEZ DE CORONADO,415417971.99,24596780.62,4543344.0,18170747.75,1248358.2,15212573.95,85943700.21,155371170.20000002,0.0
2007,MUNICIPALIDAD DE ZARCERO,71991618.46000001,7019288.0,3692305.85,3801868.4699999997,672194.0,9839011.0,92003564.53,17463600.0,0.0
2008,MUNICIPALIDAD DE ABANGARES,137114539.59,9910368.3,112249288.0,5669911.649999999,15252019.4,3280233.46,5396316.890000001,31201300.0,0.0
2008,MUNICIPALIDAD DE ACOSTA,81979911.39999999,14891539.1,,1462991.6,793315.0,14900225.9,7017363.7,59339285.0,0.0
2008,MUNICIPALIDAD DE ALAJUELA,1471046382.3500001,219286828.84,105401700.0,134539346.10999998,153859019.67,71490566.19,285391372.53999996,903457615.3399999,74227324.0
2008,MUNICIPALIDAD DE ALAJUELITA,206599557.5,13972384.46,27028780.4,2860672.37,731818.99,6509041.09,91835069.28999999,190161175.04,
2008,MUNICIPALIDAD DE ALVARADO DE PACAYAS,63665539.9,2682001.2,8665000.0,963204.0,540650.0,5730357.0,1671629.8,,0.0
2008,MUNICIPALIDAD DE ASERRI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,MUNICIPALIDAD DE ATENAS,63356253.42,5252915.0,6848250.0,484468.0,2362751.0,6122247.08,3373325.0,,0.0
2008,MUNICIPALIDAD DE BAGACES,193279059.57000002,33223181.75,80471330.99,18946536.229999997,8074404.8100000005,23869480.25,109788528.88,65234313.0,5000000.0
2008,MUNICIPALIDAD DE BARVA,220172648.16000003,21300985.369999997,45000.0,1642220.79,6918048.03,3297809.35,217352651.21999997,2868313.1,
2008,MUNICIPALIDAD DE BELEN,435994400.55999994,63577960.89,43025665.86,71403655.65,65309418.86,65539051.3,188885409.62,315850137.16,286971130.0
2008,MUNICIPALIDAD DE BUENOS AIRES,69904642.62,6716540.149999999,12525100.0,2873143.86,772795.0,15325220.62,34970390.81,191444619.56,0.0
2008,MUNICIPALIDAD DE CARRILLO GUANACASTE,334217312.24,40472161.57,224357483.72,26095353.560000002,13746574.1,56818904.129999995,525130604.99999994,507228590.34999996,52800000.0
2008,MUNICIPALIDAD DE CARTAGO,1371766966.0900002,142369838.95,45755130.0,93778021.07000001,35130086.2,253514407.51000002,718086789.69,1411699396.99,
2008,MUNICIPALIDAD DE CAÑAS,218217914.78,41435794.5,121920222.0,11835996.179999998,8271647.949999999,36919741.5,81310650.19,25549841.0,
2008,MUNICIPALIDAD DE CORREDORES,205240791.42000002,35543349.54,78001015.2,4576842.89,4056048.0,57236947.0,432282645.24,57119180.31,0.0
2008,MUNICIPALIDAD DE COTO BRUS,114723807.88999999,6681021.39,77013200.0,4079989.0,314640.0,53460844.940000005,632149653.59,190555000.0,0.0
2008,MUNICIPALIDAD DE CURRIDABAT,750541076.92,76902739.45,29028914.0,51340766.25,20242632.04,38113110.800000004,92411393.99,390854288.18,239099200.0
